 ,address,city,floor,id,latitude,longitude,price,rooms,sq,year
2195,Bia這喚ka Tarchomin,Warszawa,1,6810,52.32069265,20.97083387,276770,1,28.63,2022
2196,Stare Miasto ul. 疾lazna,Krakow,3,18790,50.0745345,19.9464297,289000,1,16.5,2021
2197,Wawer os. Borki,Warszawa,1,10402,52.2319581,21.0067249,640000,3,73,2002
2198,Wola,Warszawa,4,8231,52.2362379,20.9547815,509000,1,37,2013
2199,Nowe Miasto Malta ul. Katowicka,Poznan,4,5842,52.3973449,16.9619394,392130,2,43.57,2022
2200,Stare Miasto Pi靖kowo,Poznan,10,3856,52.4006632,16.91973259,280000,1,32,1985
2201,Centrum Pi瘯na,Warszawa,2,13112,52.2625792,20.9807103,1056600,2,58.7,1968
2202,皋liborz Gwiazista,Warszawa,0,14119,52.2834515,20.9780001,660000,3,61,1992
2203,Mokot闚 Wa豚rzyska,Warszawa,4,8713,52.1729585,21.0249507,980000,5,92,1974
2204,Wola Marcina Kasprzaka,Warszawa,4,11575,52.22729845,20.95301421,1000000,4,85.62,2021
2205,Wola Muran闚,Warszawa,3,10490,52.24033315,20.98709714,440000,2,38,1968
2206,Podg鏎ze,Krakow,1,27643,50.0430999,19.9529614,710000,2,51,2018
2207,Ochota,Warszawa,5,11732,52.212225,20.9726299,539000,2,46.63,1976
2208,Grzeg鏎zki ul. Grzeg鏎zecka,Krakow,4,28404,50.0587885,19.9500605,679455,1,50.33,2020
2209,Podg鏎ze rynek Podg鏎ski,Krakow,0,26480,50.03682635,19.96109495,349000,1,35,1900
2210,Stare Miasto Naramowice ul. Karpia,Poznan,1,869,52.4449107,16.9490349,398000,2,45.37,2011
2211,Grzeg鏎zki ul. p趾. Francesco Nullo,Krakow,2,21548,50.0469432,19.99715344,856992,3,75.84,2022
2212,鏚mieie,Krakow,4,27438,50.055,19.9430556,628400,2,62.84,2020
2213,Praga-Po逝dnie Goc豉w,Warszawa,0,9573,52.2286331,21.1065722,612000,3,63.81,2022
2214,Bie瘸n闚-Prokocim ul. Mariana Domaga造,Krakow,0,27837,50.0219561,20.0509824,302940,2,45.9,2021
2215,Podg鏎ze Adama Bochenka,Krakow,10,28248,50.0127186,19.9775244,334836,2,47.16,2022
2216,Praga-P馧noc,Warszawa,3,13431,52.2648843,21.0273442,329000,2,33,1938
2217,Wilda Dolina,Poznan,1,1369,52.3936607,16.9243829,359000,2,38.4,1996
2218,鏚mieie bp. Jana Prandoty,Krakow,1,22278,50.0791121,19.94993407,627445,3,68.95,2021
2219,Praga-P馧noc Wiosenna,Warszawa,8,16423,52.2493763,21.2379455,549000,3,59.5,1973
2220,Bia這喚ka Wyspiarska,Warszawa,5,10375,52.3179666,20.9962469,628000,4,71.3,2020
2221,Bie瘸n闚-Prokocim Bie瘸n闚 Aleksandry,Krakow,4,19253,50.0125868,20.0194086,292000,2,35,1980
2222,Nowe Miasto Rataje,Poznan,5,485,52.3901295,16.9535909,262707,1,30.47,2022
2223,鏚mieie Zygmunta S這mi雟kiego,Warszawa,0,15940,52.25477,20.9851946,623192,2,47.06,2021
2224,Stare Miasto Winogrady Wilczak 20,Poznan,5,6064,52.43002325,16.95269068,460010,3,58.6,2020
2225,Stare Miasto pl. Juliusza Kossaka,Krakow,2,25019,50.056192,19.9284059,512575,1,29.29,2019
2226,Bie瘸n闚-Prokocim ul. Mariana Domaga造,Krakow,1,27817,50.0219561,20.0509824,319300,3,51.5,2021
2227,Podg鏎ze Koszykarska,Krakow,1,29131,50.0498929,19.9906026,598000,4,78.2,1997
2228,Podg鏎ze Zab這cie usarska,Krakow,5,22089,50.0469432,19.99715344,416000,1,26,2018
2229,W這chy ul. Kazimierza Zarankiewicza,Warszawa,1,8120,52.1828063,20.9747407,419000,2,47,1967
2230,Wola ul. Sztuk Pi瘯nych,Warszawa,2,13421,52.2214996,20.9358164,549000,2,41.13,2011
2231,Wola ul. Dzielna,Warszawa,1,15994,52.2467494,20.9931038,359000,1,19,1951
2232,Wola Juliana Konstantego Ordona,Warszawa,6,11057,52.2247928,20.9525803,1016807,4,98.7,2021
2233,Je篡ce ul. . Wawrzy鎍a 11,Poznan,1,5029,52.4201252,16.8956979,526058.7,3,67.53,2022
2234,Grunwald G鏎czyn,Poznan,0,2404,52.3851547,16.880016,715000,6,90,2020
2235,Podg鏎ze Wielicka 181,Krakow,1,18762,50.0336609,19.9712973,435000,3,55,2000
2236,Krowodrza Nawojki,Krakow,2,22081,50.0686102,19.912086,740000,3,68,1976
2237,Zwierzyniec Salwator gen. Tadeusza Koiuszki,Krakow,3,27686,50.0469432,19.99715344,825690,2,48.57,2021
2238,Podg鏎ze,Krakow,4,20235,50.0430999,19.9529614,399121,1,39.47,2021
2239,Bie瘸n闚-Prokocim,Krakow,1,28012,50.01706235,20.02299186,354981,2,38.17,2022
2240,Wilan闚,Warszawa,2,7745,52.1530829,21.1104411,899000,3,80.3,2019
2241,Mokot闚 ul. Domaniewska 34B,Warszawa,8,9223,52.1839266,21.008725,559900,1,33.54,2022
2242,Pr鉅nik Czerwony ks. J霩efa Meiera,Krakow,2,19631,50.0969632,19.9652068,495000,2,60,2008
2243,Nowe Miasto Chartowo ul. Dymka,Poznan,0,3854,52.3938613,16.9910647,354638,2,40.53,2020
2244,Wola Mir闚 ㄆcka,Warszawa,10,7512,52.2330238,20.9917789,1299000,5,126,2000
2245,Stare Miasto Naramowice ul. Czarnucha,Poznan,2,1917,52.4499763,16.9527562,449128.8,3,62.64,2020
2246,鏚mieie Aleje Jerozolimskie,Warszawa,3,12656,52.22876935,21.00335621,920000,3,71,1936
2247,Bemowo,Warszawa,1,12038,52.2389738,20.9132881,567800,3,66.25,2022
2248,Pr鉅nik Czerwony ul. iczna,Krakow,10,26437,50.0469432,19.99715344,1033916.4,3,87.03,2021
2249,Podg鏎ze,Krakow,4,22419,50.0430999,19.9529614,779000,3,80.58,2021
2250,Bronowice Jab這nkowska,Krakow,0,29722,50.0798771,19.8870225,599900,4,72.16,1979
2251,Nowe Miasto Rataje ul. Wagrowska,Poznan,5,1419,52.3789966,16.9442442,443905,4,57.65,2022
2252,Mokot闚 Sielce ul. Sielecka,Warszawa,2,8873,52.2066919,21.0391423,449000,1,32,1956
2253,鏚mieie Powie Juliana Smulikowskiego,Warszawa,1,15894,52.2375043,21.0315428,505440,1,28.08,2020
2254,Bie瘸n闚-Prokocim Malachitowa,Krakow,1,20861,50.0190594,20.0536229,355000,3,57,2022
2255,Praga-Po逝dnie,Warszawa,0,8135,52.2373961,21.0712578,465000,2,46.2,1989
2256,Ochota,Warszawa,0,16053,52.212225,20.9726299,320000,1,26,1980
2257,Bielany M這ciny Tomasza Nocznickiego,Warszawa,9,15411,52.2904052,20.9301278,515000,3,48.6,1972
2258,Pr鉅nik Bia造 G鏎ka Narodowa Stefana Banacha,Krakow,1,20459,50.1015333,19.9640995,450063,2,47.4,2021
2259,Podg鏎ze Duchackie Wola Duchacka,Krakow,4,29155,50.0146222,19.953758,499000,3,55.23,2021
2260,Stare Miasto,Krakow,1,29528,50.0590398,19.9371683,1490000,4,100,1892
2261,Zwierzyniec Emaus,Krakow,1,25771,50.0669379,19.8879255,1207500,5,102,2020
2262,Mokot闚,Warszawa,6,6991,52.1939874,21.0457809,520000,3,50,1975
2263,Bielany ul. Zgrupowania AK,Warszawa,4,9738,52.2963858,20.9318358,699000,3,59.2,1994
2264,D瑿niki,Krakow,1,23588,50.0518611,19.9270367,994220,5,139.4,2022
2265,Zwierzyniec Salwator ul. Kornela Ujejskiego,Krakow,0,28970,50.0563943,19.9237745,275000,1,26,1930
2266,Zwierzyniec Salwator,Krakow,0,19772,50.0550023,19.908853,455698,1,30.62,2021
2267,鏚mieie Nowe Miasto,Warszawa,0,15243,52.2328098,21.019067,850000,3,49.07,1950
2268,Ochota Rakowiec Rac豉wicka,Warszawa,6,17860,52.1989416,21.0121943,480000,2,41,1970
2269,Bia這喚ka 疾ra� ul. Portowa,Warszawa,0,7044,52.3060228,20.9790273,599000,3,76,2000
2270,Praga-Po逝dnie Saska K瘼a,Warszawa,6,13125,52.23280325,21.05466008,2280000,6,176,2004
2271,Mokot闚 Sielecka,Warszawa,3,6901,52.2066919,21.0391423,520000,2,46.94,1952
2272,Praga-Po逝dnie ㄆkowska,Warszawa,3,10778,52.2368782,21.1124042,650000,3,83.2,1997
2273,Bie瘸n闚-Prokocim Mariana Domaga造,Krakow,4,30007,50.033059,20.0510649,365000,3,50.52,2021
2274,Krowodrza Stachiewicza,Krakow,0,18805,50.0849634,19.9163524,315000,2,37,1970
2275,Praga-Po逝dnie ul. Fundamentowa,Warszawa,3,15337,52.2386238,21.0818602,768000,3,63,2011
2276,Bie瘸n闚-Prokocim Wielicka 179,Krakow,2,29732,50.0102971,20.00857,353188,2,38.39,2021
2277,Je篡ce Piotra Wawrzyniaka,Poznan,2,238,52.2421344,16.8480615,238000,1,24.06,1905
2278,Grunwald ul. Jeleniog鏎ska,Poznan,4,4347,52.394455,16.8437222,510697,3,69.51,2019
2279,Je篡ce,Poznan,0,1731,52.413045,16.9022122,1006050,4,105.9,2020
2280,Praga-P馧noc ul. Szwedzka,Warszawa,6,12216,52.2634539,21.0453302,672019.93,2,53.39,2022
2281,D瑿niki Kliny-Zacisze Bartla,Krakow,1,20395,49.9989363,19.8974534,399000,1,43.6,2007
2282,Grzeg鏎zki ul. Grzeg鏎zecka,Krakow,4,28733,50.0587885,19.9500605,416500,1,29.75,2020
2283,Wola,Warszawa,1,17201,52.2362379,20.9547815,950000,4,83.22,2009
2284,D瑿niki Kliny-Zacisze ul. Mieczykowa 26,Krakow,2,19553,49.9976035,19.9013198,475000,2,55,2008
2285,Grunwald ul. Budziszy雟ka,Poznan,1,2264,52.3932361,16.8411942,490377,3,65.34,2021
2286,Mistrzejowice ul. Piasta Ko這dzieja,Krakow,7,23268,50.0986433,20.0132206,353742,2,40.66,2022
2287,Nowa Huta S這neczne,Krakow,3,24177,50.0771546,20.0393941,410000,2,47.89,1994
2288,Krowodrza D逝ga,Krakow,1,29968,50.2658017,19.785956,1500000,4,122.07,1930
2289,Podg鏎ze,Krakow,3,26025,50.0430999,19.9529614,429000,2,34.53,2020
2290,D瑿niki Skwerowa,Krakow,2,26361,50.0492779,19.9261209,2188800,5,115,2020
2291,Mokot闚,Warszawa,4,13139,52.1939874,21.0457809,425000,2,37.4,1969
2292,Bie瘸n闚-Prokocim Z這cie�,Krakow,3,20143,50.0225216,20.0481276,359936,3,48.64,2021
2293,Podg鏎ze P豉sz闚 ul. Przew霩,Krakow,2,26560,50.0435196,20.0712999,530950,3,57.4,2022
2294,Wola ul. Grodkowska,Warszawa,1,10100,52.2416021,20.9241226,839000,3,70,2020
2295,Mokot闚 Sielce Gagarina,Warszawa,4,17309,52.2069969,21.0483493,385000,1,29.85,1960
2296,Je篡ce Strzeszyn,Poznan,1,4006,52.453889,16.848611,328618,2,44.71,2021
2297,Podg鏎ze Duchackie Wola Duchacka Przykopy,Krakow,0,28022,50.0150815,19.9473587,415000,2,44.9,2000
2298,Stare Miasto Grabowskiego,Krakow,2,21824,50.0670168,19.9276013,414000,2,36,2020
2299,Pr鉅nik Bia造 Azory Radzikowskiego,Krakow,0,21339,50.0835261,19.9038175,248140,1,26.12,2020
2300,Grzeg鏎zki ul. Fabryczna,Krakow,2,28930,50.058444,19.9702351,1096640,4,95.36,2021
2301,Mokot闚 Zbyszka Cybulskiego,Warszawa,3,10870,52.2006348,21.0416593,3100000,5,161,2001
2302,Mokot闚 ul. Micha豉 Ba逝ckiego,Warszawa,1,8058,52.1991743,21.021055,1455000,3,101.2,1926
2303,皋liborz Rydygiera 6,Warszawa,4,8010,52.2590164,20.9919642,629000,2,38,2019
2304,Bia這喚ka ul. Skarbka z G鏎,Warszawa,2,9951,52.3228184,21.0576574,555000,3,68,2011
2305,Mistrzejowice ul. Piasta Ko這dzieja,Krakow,7,25622,50.0986433,20.0132206,452928,2,47.18,2020
2306,Grunwald G鏎czyn Bosa,Poznan,2,1448,52.3832498,16.8894501,390000,2,47.5,2020
2307,鏚mieie 鏚mieie P馧nocne,Warszawa,5,8794,52.2402106,21.01885112,465000,1,24.92,2019
2308,Nowe Miasto Rataje os. Or豉 Bia貫go,Poznan,1,1579,52.3784821,16.9657192,359000,2,48.8,1989
2309,Krowodrza,Krakow,4,25625,50.07087985,19.91656312,797000,4,70,1994
2310,Krowodrza Krowodrza G鏎ka Pr鉅nicka,Krakow,0,20349,50.0469432,19.99715344,415000,2,46,1965
2311,Zwierzyniec Wola Justowska,Krakow,1,25455,50.0650619,19.877649,911838,5,110,2017
2312,Mokot闚 Loggia 25m2 z widokiem na Warszaw�. Kup w systemie 10/90>>,Warszawa,2,15170,52.1627414,20.9611854,1054704,4,95.7,2022
2313,Bie瘸n闚-Prokocim Koz堯wek,Krakow,4,20486,50.0185195,19.9815103,385000,2,44.31,1985
2314,ζgiewniki-Borek Fa喚cki Borek Fa喚cki 砰wiecka,Krakow,0,20845,50.014117,19.9179187,1263000,4,115,2019
2315,Grunwald,Poznan,1,1223,52.404212,16.882542,177500,1,22,1910
2316,Wawer,Warszawa,0,13103,52.2203581,21.1370825,770000,3,72.61,2010
2317,Ochota,Warszawa,2,7866,52.212225,20.9726299,610000,2,46.68,1954
2318,Podg鏎ze Nadwia雟ka,Krakow,3,27703,50.0468664,19.9510672,530000,1,31,2015
2319,Nowe Miasto Kobyle Pole ul. abp. Walentego Dymka,Poznan,3,4340,52.4006632,16.91973259,285200,2,36.8,2022
2320,Mokot闚 ul. Bia貫go D瑿u 1,Warszawa,0,7786,52.183924,21.042562,1605300,5,111.46,2021
2321,Grzeg鏎zki Grzeg鏎zecka,Krakow,3,29109,50.0587885,19.9500605,350697,1,25.23,2020
2322,Nowe Miasto Rataje ul. Wagrowska,Poznan,3,1700,52.3789966,16.9442442,289899,2,35.23,2022
2323,Targ闚ek ul. Micha豉 Ossowskiego,Warszawa,4,14680,52.2695853,21.0514129,600000,2,50.59,2019
2324,Ochota,Warszawa,3,10172,52.212225,20.9726299,328500,2,23.5,1970
2325,Ursus Dzieci Warszawy,Warszawa,5,14426,52.1906514,20.9125341,446200,2,48.5,2001
2326,Grunwald ζzarz G這gowska,Poznan,3,1458,52.4016616,16.9100607,399000,3,60.5,1901
2327,Nowe Miasto Malta,Poznan,0,3759,52.40739345,16.97946707,410000,3,60.9,1994
2328,Grzeg鏎zki ul. p趾. Francesco Nullo,Krakow,4,20835,50.0469432,19.99715344,569000,1,36,2016
2329,Grzeg鏎zki Olsza M造雟ka,Krakow,2,19977,50.0833641,19.9705682,360000,2,33.6,1977
2330,鏚mieie Bohomolca,Krakow,4,25447,50.0951792,19.988752,419000,2,33.27,2015
2331,Stare Miasto Stefana Batorego,Krakow,3,22115,50.0673699,19.9326149,1650000,4,127,1905
2332,Podg鏎ze Zab這cie,Krakow,4,26965,50.0478769,19.96136869,469000,2,39.07,2021
2333,Bia這喚ka 疾ra� Krzy鄴wki,Warszawa,5,11467,52.307322,20.9937706,540000,3,69,2020
2334,Podg鏎ze Przew霩,Krakow,1,27312,50.0435196,20.0712999,963072,4,109.44,2022
2335,Praga-P馧noc ul. Szwedzka,Warszawa,5,7121,52.2634539,21.0453302,846508.32,3,63.21,2022
2336,Wola,Warszawa,1,12111,52.2362379,20.9547815,456000,2,38,1956
2337,鏚mieie,Warszawa,5,12343,52.2328098,21.019067,5190000,6,161.46,2015
2338,Wzg鏎za Krzes豉wickie os. Na Wzg鏎zach,Krakow,0,25722,50.0955215,20.0643647,355000,2,47,1970
2339,鏚mieie Powie . Franciszka Salezego,Warszawa,3,15201,52.2234955,21.0351656,679000,2,53,1936
2340,Stare Miasto ul Opie雟kiego 12,Poznan,2,6139,52.46002075,16.92329308,348878.25,2,39.09,2020
2341,Mokot闚 ul. Domaniewska 34B,Warszawa,7,9267,52.1839266,21.008725,876100,3,66,2022
2342,Mokot闚 Buska,Warszawa,7,16469,52.176777,21.0690873,460000,1,31.7,2021
2343,Krowodrza Stanis豉wa Konarskiego,Krakow,0,27707,50.0840413,19.97816047,200000,1,16.2,1930
2344,Mistrzejowice,Krakow,0,23261,50.09742625,20.00960263,431973,2,53.33,2022
2345,Ochota Rakowiec,Warszawa,1,14865,52.20055095,20.974801,455000,2,41.6,1971
2346,Pr鉅nik Bia造 Azory Marii Jaremy,Krakow,2,28085,50.0865006,19.9079982,309000,2,37.1,1983
2347,Nowa Huta os. Hutnicze,Krakow,3,28051,50.0727517,20.0454692,299000,1,36,1954
2348,Stare Miasto Naramowice Karpia,Poznan,3,1744,52.4449107,16.9490349,439360,4,68.65,2021
2349,Swoszowice Opatkowice ul. Jerzego Smole雟kiego,Krakow,1,18383,49.9823114,19.9203851,469974,3,64.44,2021
2350,Podg鏎ze Zab這cie Zab這cie,Krakow,4,26139,50.0478769,19.96136869,610000,2,38,2018
2351,Podg鏎ze Mariana Domaga造,Krakow,3,23778,50.033059,20.0510649,479000,2,60,2019
2352,Nowe Miasto Malta,Poznan,2,4930,52.40739345,16.97946707,401000,2,47.68,2020
2353,Nowe Miasto Rataje,Poznan,1,53,52.3901295,16.9535909,456369,4,59.41,2022
2354,Targ闚ek Br鏚no Boles豉wicka,Warszawa,5,17032,52.2829886,21.0314898,425000,3,53.5,1973
2355,Nowe Miasto Malta ul. Katowicka,Poznan,0,4983,52.3973449,16.9619394,540960,4,77.28,2022
2356,Mokot闚 Atrakcyjny system 10/90. Sprawd�>>,Warszawa,8,14778,52.2319581,21.0067249,530541,2,42,2022
2357,Wilan闚,Warszawa,0,12128,52.1530829,21.1104411,795000,2,53.08,2011
2358,Grunwald ul. Budziszy雟ka,Poznan,2,4845,52.4006632,16.91973259,498740,1,64.42,2021
2359,Pr鉅nik Bia造 29 Listopada,Krakow,1,18461,52.3511111,19.9441667,449968,2,47.39,2021
2360,Rembert闚,Warszawa,2,16402,52.2614149,21.1628191,549000,3,61.3,2002
2361,Grzeg鏎zki ul. Grzeg鏎zecka,Krakow,0,20727,50.0587885,19.9500605,597000,2,39,2012
2362,Wola Ogrodowa,Warszawa,0,16231,52.2373361,20.9833784,367000,1,27.25,1970
2363,Nowa Huta Czy篡ny ul. So速ysowska,Krakow,2,23426,50.0605887,20.0240353,943680,3,78.64,2021
2364,Krowodrza Lubelska,Krakow,0,19587,50.0739495,19.9311416,286000,1,19,1948
2365,Ursus ul. Posag 7 Panien,Warszawa,3,16869,52.2059446,20.8852777,299000,1,31,2020
2366,Nowa Huta os. Krakowiak闚,Krakow,9,20560,50.0829927,20.0378038,599000,4,92.5,1980
2367,Grzeg鏎zki Olsza,Krakow,0,29943,50.0789773,19.9605879,387000,2,35,1920
2368,Nowe Miasto Chartowo ul. abp. Walentego Dymka,Poznan,1,215,52.4006632,16.91973259,579000,3,64.85,2020
2369,Pr鉅nik Bia造 Henryka Pacho雟kiego,Krakow,5,26312,50.0949773,19.92040549,439999,2,53,1982
2370,Grzeg鏎zki ul. D鉉ska,Krakow,1,23870,50.064613,19.9820189,662284,4,67.58,2021
2371,Bie瘸n闚-Prokocim Prokocim,Krakow,3,20730,50.0128958,20.0258584,535000,3,64.64,1992
2372,Wzg鏎za Krzes豉wickie os. Na Stoku,Krakow,3,26862,50.0943732,20.0561059,469000,2,52.48,2014
2373,Mokot闚 Sadyba ul. Boles豉wa Limanowskiego,Warszawa,2,13401,52.1879703,21.0497055,779800,3,81,2000
2374,Mistrzejowice,Krakow,3,26319,50.09742625,20.00960263,752265,5,103.05,2020
2375,Nowe Miasto Polanka 2,Poznan,4,4695,52.39975875,16.95465997,718707,4,82.61,2020
2376,Bronowice,Krakow,0,20193,50.0833247,19.86978365,520000,3,59.95,1980
2377,Stare Miasto Winogrady Winogrady Pi靖kowo Naramowiceul.Serbsk ,Poznan,1,4323,52.4006632,16.91973259,447525,3,59,2019
2378,皋liborz Plac Czes豉wa Niemena 1,Warszawa,2,8528,52.2557759,20.96645115,1020000,2,51.45,2016
2379,Zwierzyniec Wola Justowska,Krakow,1,18997,50.0650619,19.877649,468000,2,36,2021
2380,Pr鉅nik Bia造,Krakow,2,23118,50.1035684,19.95360311,418861,2,47.4,2021
2381,D瑿niki prof. Micha豉 Bobrzy雟kiego,Krakow,4,20468,50.0206269,19.8981903,734999,3,69,2006
2382,Mokot闚 Dolna,Warszawa,2,11220,52.2017608,21.03642069,1460000,4,98,2006
2383,D瑿niki Ludwin闚 Komandos闚,Krakow,1,27980,50.0418812,19.9312845,675000,3,60,1980
2384,Praga-Po逝dnie Ostrobramska,Warszawa,4,16396,52.2326314,21.1064539,613000,3,59.1,2021
2385,Bielany Chomicz闚ka,Warszawa,4,15777,52.2774333,20.90687508,549000,3,59.64,1976
2386,Stare Miasto Naramowice ul. Czarnucha,Poznan,2,1989,52.4499763,16.9527562,491011.5,3,69.45,2020
2387,Je篡ce Strzeszyn Tadeusza Mikke,Poznan,0,4361,52.4441182,16.8670278,500215.5,4,70.47,2019
2388,Zwierzyniec Wola Justowska ul. Kr鏊owej Jadwigi,Krakow,1,23151,50.0650619,19.877649,1240000,4,105,2021
2389,Podg鏎ze Leona Petra篡ckiego,Krakow,0,26795,49.9842491,19.8952713,496800,4,92,2020
2390,Wola,Warszawa,0,12412,52.2362379,20.9547815,367000,1,28,1969
2391,Ursus Gierdziejewskiego,Warszawa,5,14451,52.1993842,20.8787826,393000,2,44.62,2022
2392,Grzeg鏎zki Grzeg鏎zecka,Krakow,2,29226,50.0587885,19.9500605,774300,2,53.4,2017
2393,Grzeg鏎zki,Krakow,1,30270,50.06497215,19.96882552,655326,4,66.87,2021
2394,Bemowo Szczotkarska,Warszawa,3,17542,52.2225745,20.9150603,586000,3,56,2008
2395,Mokot闚 Dolny Mokot闚 ul. Barcelo雟ka,Warszawa,4,10467,52.1751571,21.054963,315000,1,31,1970
2396,Bia這喚ka,Warszawa,2,11789,52.3196649,21.0211773,355000,2,46,2020
2397,Wilan闚 Franciszka Klimczaka,Warszawa,0,11529,52.16364095,21.08192355,1390000,4,126.73,2011
2398,Swoszowice Opatkowice,Krakow,1,27386,49.9918149,19.9130275,375000,3,50,2015
2399,Bemowo Pe販zy雟kiego,Warszawa,3,14728,52.2442839,20.9066106,595000,2,48.7,2001
2400,Nowa Huta os. Sp馧dzielcze,Krakow,3,21692,50.0777259,20.0272257,388000,2,52,1960
2401,Praga-Po逝dnie Al. Stan闚 Zjednoczonych,Warszawa,10,12664,52.242906,21.082974,520000,2,52.31,1965
2402,Praga-P馧noc,Warszawa,2,11640,52.2648843,21.0273442,539000,2,41,1938
2403,Podg鏎ze Duchackie,Krakow,0,21711,50.01618985,19.95942096,349000,2,37.85,1980
2404,Mokot闚 S逝瞠wiec Cybernetyki,Warszawa,2,17733,52.1775042,20.9878921,950000,3,85,2010
2405,Nowa Huta Czy篡ny ul. So速ysowska,Krakow,2,21947,50.0605887,20.0240353,322905,2,31.35,2022
2406,Nowe Miasto Milcza雟ka,Poznan,0,1390,52.3970234,16.9620606,415000,2,42.17,2002
2407,Stare Miasto Pi靖kowo Os. Stefana Batorego,Poznan,2,2723,52.4576248,16.9225497,395000,2,52.7,2006
2408,Bielany Jana Kasprowicza,Warszawa,5,8208,52.2818172,20.9493596,700000,2,51.1,2014
2409,Podg鏎ze Duchackie Walerego S豉wka,Krakow,0,27745,50.0242313,19.959569,329000,1,35.35,2021
2410,Podg鏎ze Zab這cie Tadeusza Romanowicza,Krakow,1,28511,50.0470405,19.9635731,519000,2,37,2015
2411,Wola ul. Wolska,Warszawa,2,6912,52.2307353,20.954951,335000,1,25.01,2017
2412,Podg鏎ze,Krakow,1,29677,50.0430999,19.9529614,540000,3,99.83,2018
2413,Stare Miasto Kleparz,Krakow,1,26196,50.0700397,19.9419902,1500000,4,122.07,1930
2414,Grunwald G鏎czyn ul. Romana Dmowskiego,Poznan,4,5134,52.3817991,16.8916385,496600,2,65.27,2021
2415,Pr鉅nik Bia造 Azory Eljasza Walerego Radzikowskiego,Krakow,3,23942,50.0835261,19.9038175,515000,2,56,2000
2416,Podg鏎ze Zab這cie Stanis豉wa Klimeckiego,Krakow,3,24635,50.0492242,19.9703793,469000,2,38.97,2021
2417,Bia這喚ka Antalla,Warszawa,3,6530,52.3148363,20.9576502,599999,3,60.6,1985
2418,Mokot闚,Warszawa,1,12845,52.1939874,21.0457809,2995333,4,165,2012
2419,Ursyn闚,Warszawa,3,6621,52.141039,21.0323214,575000,2,52.7,1990
2420,Praga-Po逝dnie Goc豉w,Warszawa,3,8314,52.2286331,21.1065722,600704,3,58.73,2022
2421,Grunwald ul. S這neczna,Poznan,2,3443,52.3930812,16.8740905,479000,2,52.43,2011
2422,Grunwald G鏎czyn Jakuba Krauthofera,Poznan,4,4879,52.386959,16.89086747,425200,2,59.79,2021
2423,Grzeg鏎zki ul. Fabryczna,Krakow,2,20356,50.058444,19.9702351,457785,1,33.91,2021
2424,Je篡ce Strzeszyn,Poznan,1,1489,52.453889,16.848611,413000,3,57,2021
2425,鏚mieie,Warszawa,2,14055,52.2328098,21.019067,989000,2,54,2015
2426,Podg鏎ze Rzemienicza,Krakow,1,28525,50.0469432,19.99715344,639000,3,64.89,2021
2427,Stare Miasto,Krakow,2,29489,50.0590398,19.9371683,1160000,4,124.3,1937
2428,Wilan闚 al. Rzeczypospolitej,Warszawa,4,7560,52.1537994,21.0822817,1250000,3,75,2015
2429,Mokot闚 ul. Domaniewska 34B,Warszawa,7,9168,52.1839266,21.008725,1001800,4,79.41,2022
2430,Bie鎍zyce os. Strusia,Krakow,2,23805,50.0884948,20.0139544,307000,2,36.6,1960
2431,Grzeg鏎zki Fabryczna,Krakow,3,29637,50.058444,19.9702351,915000,3,77.57,2021
2432,Stare Miasto Naramowice,Poznan,0,4615,52.4496489,16.9494082,689000,5,107,2020
2433,Zwierzyniec Pod章cze,Krakow,2,19687,50.0469432,19.99715344,750000,3,52.74,2020
2434,Nowe Miasto 鏚ka ul. ks. Zdzis豉wa Bernata,Poznan,3,5976,52.4172597,16.9573582,374191.08,2,50.97,2021
2435,Podg鏎ze,Krakow,3,23113,50.0430999,19.9529614,360000,2,34,1980
2436,Stare Miasto ul. Miko豉ja Zyblikiewicza,Krakow,0,27336,50.0605245,19.9441727,960000,3,95.19,1927
2437,鏚mieie Z這ta,Warszawa,10,11977,52.23095545,21.00117599,3300000,2,104,2018
2438,Mokot闚 ul. Cybernetyki 7,Warszawa,4,7353,52.17522285,20.99702829,965000,3,71.94,2019
2439,Wola ul. Marcina Kasprzaka,Warszawa,10,8384,52.22729845,20.95301421,628000,3,51,2021
2440,Podg鏎ze ㄆ篡cka,Krakow,10,28548,50.0128756,19.9723572,435000,3,58.51,1980
2441,Bielany,Warszawa,2,16194,52.2776126,20.9472054,475000,3,47,1968
2442,Bie鎍zyce,Krakow,2,25862,50.08605125,20.02922626,307000,2,36.6,1970
2443,Stare Miasto Zyblikiewicza,Krakow,2,25880,50.0605245,19.9441727,299000,1,18.3,1930
2444,Grzeg鏎zki,Krakow,7,29431,50.06497215,19.96882552,5633750,6,225.35,2020
2445,Mokot闚 ul. Domaniewska 34B,Warszawa,3,9258,52.1839266,21.008725,438400,1,29.8,2022
2446,Podg鏎ze Zab這cie,Krakow,2,29014,50.0478769,19.96136869,385344,2,35.68,2020
2447,Nowa Huta Czy篡ny Nowohucka 46,Krakow,1,30182,50.0558029,19.9993305,387624,2,41.68,2022
2448,Grzeg鏎zki ul. Aria雟ka,Krakow,1,21660,50.0665539,19.9543352,381168,1,26,2021
2449,Bia這喚ka G喚bocka,Warszawa,3,10641,52.3234679,21.0670915,480000,2,48,2014
2450,Bronowice Eljasza Walerego Radzikowskiego,Krakow,4,21538,50.0894188,19.8836634,360000,2,34,2016
